open,high,low,close,volume,open_interest,datetime
26231.0,26249.9,26231.0,26241.0,48555,5501145,2025-12-29 09:15:00
26242.7,26247.6,26232.4,26237.7,22035,5535075,2025-12-29 09:16:00
26236.9,26241.9,26225.8,26228.3,16770,5535075,2025-12-29 09:17:00
26228.3,26241.4,26228.3,26239.2,10725,5535075,2025-12-29 09:18:00
26240.0,26241.0,26229.0,26231.0,7800,5572060,2025-12-29 09:19:00
26230.0,26241.0,26225.1,26234.9,13845,5572060,2025-12-29 09:20:00
26229.0,26240.5,26228.2,26231.0,13585,5572060,2025-12-29 09:21:00
26231.0,26240.2,26230.6,26237.0,7605,5586165,2025-12-29 09:22:00
26231.0,26242.0,26230.4,26240.0,15275,5586165,2025-12-29 09:23:00
26241.0,26243.4,26234.4,26235.8,13065,5586165,2025-12-29 09:24:00
26239.8,26242.0,26235.8,26242.0,8645,5609760,2025-12-29 09:25:00
26242.0,26246.0,26238.4,26246.0,7735,5609760,2025-12-29 09:26:00
26246.0,26247.5,26240.0,26243.2,4875,5609760,2025-12-29 09:27:00
26242.3,26251.6,26238.6,26249.4,14820,5621785,2025-12-29 09:28:00
26250.8,26251.4,26237.0,26245.8,14885,5621785,2025-12-29 09:29:00
26243.5,26248.4,26238.7,26242.7,20215,5621785,2025-12-29 09:30:00
26242.0,26251.4,26241.7,26249.9,8515,5647850,2025-12-29 09:31:00
26249.8,26255.0,26243.0,26255.0,16900,5647850,2025-12-29 09:32:00
26255.0,26262.5,26253.8,26257.7,18525,5647850,2025-12-29 09:33:00
26261.9,26265.0,26255.0,26264.7,14430,5673395,2025-12-29 09:34:00
26264.8,26269.5,26262.0,26263.6,39260,5673395,2025-12-29 09:35:00
26263.6,26270.0,26262.2,26264.0,13065,5673395,2025-12-29 09:36:00
26266.0,26269.8,26261.6,26267.7,8255,5721430,2025-12-29 09:37:00
26267.2,26267.3,26255.9,26258.1,16640,5721430,2025-12-29 09:38:00
26260.0,26265.8,26258.0,26265.7,9425,5721430,2025-12-29 09:39:00
26267.0,26267.9,26260.0,26260.0,5850,5738265,2025-12-29 09:40:00
26261.2,26265.0,26255.3,26258.6,9815,5738265,2025-12-29 09:41:00
26264.4,26265.0,26258.9,26264.0,7540,5738265,2025-12-29 09:42:00
26264.9,26265.0,26258.0,26264.0,6435,5757830,2025-12-29 09:43:00
26264.0,26269.2,26262.3,26265.0,7410,5757830,2025-12-29 09:44:00
26265.0,26271.9,26261.9,26269.0,20410,5757830,2025-12-29 09:45:00
26265.0,26272.0,26262.3,26268.3,13585,5773950,2025-12-29 09:46:00
26267.7,26268.6,26261.0,26266.3,4680,5773950,2025-12-29 09:47:00
26264.3,26269.3,26261.0,26265.0,10790,5773950,2025-12-29 09:48:00
26268.0,26268.4,26260.0,26260.6,8060,5784545,2025-12-29 09:49:00
26262.2,26264.3,26260.0,26262.0,6630,5784545,2025-12-29 09:50:00
26262.0,26263.8,26260.0,26261.5,14690,5784545,2025-12-29 09:51:00
